Episode_ID,Asset_ID,Status_Type,Alarm_Type,Duration_Hours,Start_Time,End_Time,Primary_Department,Responsible_Team,Original_Fault_Type
7675,11.0,5.0,Grid Frequency Deviation,0.0,2015-03-01 04:50:00,2015-03-01 04:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7676,11.0,5.0,Safety System Activation,4.67,2015-03-01 06:00:00,2015-03-01 10:40:00,Electrical - Emergency Response,Emergency Response Team,Unknown
7677,11.0,5.0,Grid Voltage Fluctuation,1.0,2015-03-01 21:30:00,2015-03-01 22:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7678,11.0,5.0,Main Controller Fault,12.83,2015-03-02 00:00:00,2015-03-02 12:50:00,Software & Controls,SCADA & Controls Team,Unknown
7679,11.0,5.0,Safety System Activation,2.5,2015-03-02 14:10:00,2015-03-02 16:40:00,Electrical - Emergency Response,Emergency Response Team,Unknown
7680,11.0,5.0,Main Controller Fault,5.0,2015-03-02 19:20:00,2015-03-03 00:20:00,Software & Controls,SCADA & Controls Team,Unknown
7681,11.0,5.0,Extended Grid Outage,18.67,2015-03-03 02:10:00,2015-03-03 20:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7682,11.0,5.0,Momentary Grid Loss,0.0,2015-03-03 23:10:00,2015-03-03 23:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7683,11.0,5.0,Emergency Brake Activation,2.83,2015-03-04 04:00:00,2015-03-04 06:50:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7684,11.0,5.0,Grid Frequency Deviation,0.67,2015-03-04 08:30:00,2015-03-04 09:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7685,11.0,5.0,Momentary Grid Loss,1.33,2015-03-04 10:10:00,2015-03-04 11:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7686,11.0,5.0,Grid Voltage Fluctuation,1.83,2015-03-06 00:20:00,2015-03-06 02:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7687,11.0,5.0,Grid Frequency Deviation,1.33,2015-03-06 03:40:00,2015-03-06 05:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7688,11.0,5.0,Safety System Activation,2.0,2015-03-06 07:10:00,2015-03-06 09:10:00,Electrical - Emergency Response,Emergency Response Team,Unknown
7689,11.0,5.0,Grid Voltage Fluctuation,1.17,2015-03-06 10:40:00,2015-03-06 11:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7690,11.0,5.0,Grid Frequency Deviation,0.0,2015-03-06 21:30:00,2015-03-06 21:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7691,11.0,5.0,Extended Grid Outage,9.83,2015-03-06 22:30:00,2015-03-07 08:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7692,11.0,5.0,Emergency Brake Activation,3.83,2015-03-07 20:10:00,2015-03-08 00:00:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7693,11.0,5.0,Grid Frequency Deviation,0.0,2015-03-08 02:00:00,2015-03-08 02:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7694,11.0,5.0,Momentary Grid Loss,0.0,2015-03-08 04:30:00,2015-03-08 04:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7695,11.0,5.0,Emergency Brake Activation,2.83,2015-03-08 07:40:00,2015-03-08 10:30:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7696,11.0,5.0,Grid Frequency Deviation,1.33,2015-03-08 14:00:00,2015-03-08 15:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7697,11.0,5.0,Momentary Grid Loss,0.17,2015-03-09 02:00:00,2015-03-09 02:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7698,11.0,5.0,Emergency Brake Activation,2.17,2015-03-09 04:30:00,2015-03-09 06:40:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7699,11.0,5.0,Grid Frequency Deviation,0.17,2015-03-09 08:30:00,2015-03-09 08:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7700,11.0,5.0,Momentary Grid Loss,0.5,2015-03-11 10:30:00,2015-03-11 11:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7701,11.0,5.0,Grid Voltage Fluctuation,0.0,2015-03-11 12:40:00,2015-03-11 12:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7702,11.0,5.0,Overspeed Protection Triggered,4.83,2015-03-11 15:50:00,2015-03-11 20:40:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7703,11.0,5.0,Safety System Activation,2.33,2015-03-11 21:40:00,2015-03-12 00:00:00,Electrical - Emergency Response,Emergency Response Team,Unknown
7704,11.0,5.0,Grid Voltage Fluctuation,1.67,2015-03-12 02:30:00,2015-03-12 04:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7705,11.0,5.0,Grid Frequency Deviation,1.17,2015-03-12 10:10:00,2015-03-12 11:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7706,11.0,5.0,Momentary Grid Loss,0.17,2015-03-12 12:40:00,2015-03-12 12:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7707,11.0,5.0,Grid Voltage Fluctuation,0.0,2015-03-12 16:00:00,2015-03-12 16:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7708,11.0,5.0,Main Controller Fault,10.0,2015-03-12 18:20:00,2015-03-13 04:20:00,Software & Controls,SCADA & Controls Team,Unknown
7709,11.0,5.0,Momentary Grid Loss,1.17,2015-03-13 06:00:00,2015-03-13 07:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7710,11.0,5.0,Grid Voltage Fluctuation,1.67,2015-03-13 08:10:00,2015-03-13 09:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7711,11.0,5.0,Grid Frequency Deviation,0.0,2015-03-14 21:20:00,2015-03-14 21:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7712,11.0,5.0,Momentary Grid Loss,1.17,2015-03-14 22:30:00,2015-03-14 23:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7713,11.0,5.0,Grid Voltage Fluctuation,0.0,2015-03-15 08:50:00,2015-03-15 08:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7714,11.0,5.0,Grid Frequency Deviation,0.33,2015-03-15 19:30:00,2015-03-15 19:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7715,11.0,5.0,Momentary Grid Loss,0.33,2015-03-18 21:20:00,2015-03-18 21:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7716,11.0,5.0,Grid Voltage Fluctuation,0.0,2015-03-19 01:30:00,2015-03-19 01:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7717,11.0,5.0,Grid Frequency Deviation,0.17,2015-03-20 05:50:00,2015-03-20 06:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7718,11.0,5.0,Momentary Grid Loss,1.17,2015-03-20 08:10:00,2015-03-20 09:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7719,11.0,5.0,Emergency Brake Activation,2.33,2015-03-20 14:50:00,2015-03-20 17:10:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7720,11.0,5.0,Overspeed Protection Triggered,3.33,2015-03-20 18:10:00,2015-03-20 21:30:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7721,11.0,5.0,Momentary Grid Loss,0.67,2015-03-21 01:20:00,2015-03-21 02:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7722,11.0,5.0,Grid Voltage Fluctuation,0.0,2015-03-21 03:20:00,2015-03-21 03:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7723,11.0,5.0,Grid Frequency Deviation,0.83,2015-03-21 06:40:00,2015-03-21 07:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7724,11.0,5.0,Momentary Grid Loss,0.0,2015-03-21 11:00:00,2015-03-21 11:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7725,11.0,5.0,Grid Voltage Fluctuation,0.0,2015-03-21 20:00:00,2015-03-21 20:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7726,11.0,5.0,Grid Frequency Deviation,0.5,2015-03-22 05:00:00,2015-03-22 05:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7727,11.0,5.0,Momentary Grid Loss,1.5,2015-03-22 07:20:00,2015-03-22 08:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7728,11.0,5.0,Emergency Brake Activation,2.83,2015-03-23 03:10:00,2015-03-23 06:00:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7729,11.0,5.0,Grid Frequency Deviation,1.17,2015-03-23 07:00:00,2015-03-23 08:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7730,11.0,5.0,Momentary Grid Loss,0.17,2015-03-23 22:10:00,2015-03-23 22:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7731,11.0,5.0,Grid Voltage Fluctuation,1.83,2015-03-24 05:50:00,2015-03-24 07:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7732,11.0,5.0,Grid Frequency Deviation,0.17,2015-03-24 08:40:00,2015-03-24 08:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7733,11.0,5.0,Momentary Grid Loss,0.0,2015-03-24 10:00:00,2015-03-24 10:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7734,11.0,5.0,Main Controller Fault,5.0,2015-03-24 20:50:00,2015-03-25 01:50:00,Software & Controls,SCADA & Controls Team,Unknown
7735,11.0,5.0,Grid Frequency Deviation,0.83,2015-03-25 02:50:00,2015-03-25 03:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7736,11.0,5.0,Momentary Grid Loss,1.0,2015-03-25 04:40:00,2015-03-25 05:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7737,11.0,5.0,Extended Grid Outage,5.17,2015-03-25 07:40:00,2015-03-25 12:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7738,11.0,5.0,Grid Frequency Deviation,0.0,2015-03-25 18:20:00,2015-03-25 18:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7739,11.0,5.0,Extended Grid Outage,8.33,2015-03-25 19:20:00,2015-03-26 03:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7740,11.0,5.0,Grid Voltage Fluctuation,0.17,2015-03-26 20:30:00,2015-03-26 20:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7741,11.0,5.0,Grid Frequency Deviation,1.0,2015-03-27 00:10:00,2015-03-27 01:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7742,11.0,5.0,Momentary Grid Loss,0.5,2015-03-27 09:00:00,2015-03-27 09:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7743,11.0,5.0,Grid Voltage Fluctuation,0.83,2015-03-28 20:40:00,2015-03-28 21:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7744,11.0,5.0,Grid Frequency Deviation,0.5,2015-03-29 04:30:00,2015-03-29 05:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7745,11.0,5.0,Momentary Grid Loss,1.0,2015-03-29 06:20:00,2015-03-29 07:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7746,11.0,5.0,Emergency Brake Activation,4.67,2015-03-29 08:40:00,2015-03-29 13:20:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7747,11.0,5.0,Grid Frequency Deviation,0.33,2015-03-29 15:10:00,2015-03-29 15:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7748,11.0,5.0,Momentary Grid Loss,0.5,2015-03-29 16:30:00,2015-03-29 17:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7749,11.0,5.0,Grid Voltage Fluctuation,1.0,2015-03-29 19:50:00,2015-03-29 20:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7750,11.0,5.0,Grid Frequency Deviation,0.67,2015-03-29 22:40:00,2015-03-29 23:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7751,11.0,5.0,Momentary Grid Loss,0.83,2015-04-01 05:10:00,2015-04-01 06:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7752,11.0,5.0,Grid Voltage Fluctuation,0.0,2015-04-01 07:50:00,2015-04-01 07:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7753,11.0,5.0,Grid Frequency Deviation,0.33,2015-04-01 10:00:00,2015-04-01 10:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7754,11.0,5.0,Momentary Grid Loss,1.17,2015-04-01 11:50:00,2015-04-01 13:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7755,11.0,5.0,Extended Grid Outage,5.0,2015-04-02 06:30:00,2015-04-02 11:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7756,11.0,5.0,Grid Frequency Deviation,0.0,2015-04-02 13:00:00,2015-04-02 13:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7757,11.0,5.0,Momentary Grid Loss,0.33,2015-04-02 22:40:00,2015-04-02 23:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7758,11.0,5.0,Grid Voltage Fluctuation,0.17,2015-04-03 00:30:00,2015-04-03 00:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7759,11.0,5.0,Grid Frequency Deviation,0.5,2015-04-03 01:50:00,2015-04-03 02:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7760,11.0,5.0,Momentary Grid Loss,0.17,2015-04-03 04:40:00,2015-04-03 04:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7761,11.0,5.0,Emergency Brake Activation,2.33,2015-04-03 07:30:00,2015-04-03 09:50:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7762,11.0,5.0,Grid Frequency Deviation,1.33,2015-04-03 11:50:00,2015-04-03 13:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7763,11.0,5.0,Momentary Grid Loss,1.0,2015-04-03 15:00:00,2015-04-03 16:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7764,11.0,5.0,Emergency Brake Activation,4.17,2015-04-03 20:30:00,2015-04-04 00:40:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7765,11.0,5.0,Overspeed Protection Triggered,2.17,2015-04-04 02:10:00,2015-04-04 04:20:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7766,11.0,5.0,Momentary Grid Loss,0.0,2015-04-06 03:20:00,2015-04-06 03:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7767,11.0,5.0,Extended Grid Outage,5.83,2015-04-06 15:30:00,2015-04-06 21:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7768,11.0,5.0,Overspeed Protection Triggered,2.67,2015-04-13 08:10:00,2015-04-13 10:50:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7769,11.0,5.0,Momentary Grid Loss,1.0,2015-04-13 12:10:00,2015-04-13 13:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7770,11.0,5.0,Grid Voltage Fluctuation,0.0,2015-04-13 16:00:00,2015-04-13 16:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7771,11.0,5.0,Grid Frequency Deviation,1.0,2015-04-13 17:40:00,2015-04-13 18:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7772,11.0,5.0,Momentary Grid Loss,0.67,2015-04-13 20:00:00,2015-04-13 20:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7773,11.0,5.0,Emergency Brake Activation,3.5,2015-04-13 22:20:00,2015-04-14 01:50:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7774,11.0,5.0,Grid Frequency Deviation,1.67,2015-04-14 03:00:00,2015-04-14 04:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7775,11.0,5.0,Safety System Activation,3.0,2015-04-14 07:10:00,2015-04-14 10:10:00,Electrical - Emergency Response,Emergency Response Team,Unknown
7776,11.0,5.0,Main Controller Fault,10.0,2015-04-14 21:00:00,2015-04-15 07:00:00,Software & Controls,SCADA & Controls Team,Unknown
7777,11.0,5.0,Overspeed Protection Triggered,3.67,2015-04-15 10:30:00,2015-04-15 14:10:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7778,11.0,5.0,Momentary Grid Loss,0.0,2015-04-15 21:10:00,2015-04-15 21:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7779,11.0,5.0,Emergency Brake Activation,2.33,2015-04-15 22:50:00,2015-04-16 01:10:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7780,11.0,5.0,Grid Frequency Deviation,0.33,2015-04-16 03:20:00,2015-04-16 03:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7781,11.0,5.0,Safety System Activation,2.33,2015-04-16 05:30:00,2015-04-16 07:50:00,Electrical - Emergency Response,Emergency Response Team,Unknown
7782,11.0,5.0,Grid Voltage Fluctuation,1.67,2015-04-16 09:10:00,2015-04-16 10:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7783,11.0,5.0,Grid Frequency Deviation,0.83,2015-04-16 12:10:00,2015-04-16 13:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7784,11.0,5.0,Momentary Grid Loss,1.0,2015-04-16 20:20:00,2015-04-16 21:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7785,11.0,5.0,Grid Voltage Fluctuation,1.33,2015-04-16 22:30:00,2015-04-16 23:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7786,11.0,5.0,Grid Frequency Deviation,1.17,2015-04-17 01:10:00,2015-04-17 02:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7787,11.0,5.0,Momentary Grid Loss,0.83,2015-04-17 03:30:00,2015-04-17 04:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7788,11.0,5.0,Grid Voltage Fluctuation,0.33,2015-04-17 06:20:00,2015-04-17 06:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7789,11.0,5.0,Grid Frequency Deviation,1.83,2015-04-17 08:40:00,2015-04-17 10:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7790,11.0,5.0,Momentary Grid Loss,0.0,2015-04-18 09:20:00,2015-04-18 09:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7791,11.0,5.0,Grid Voltage Fluctuation,1.5,2015-04-18 13:20:00,2015-04-18 14:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7792,11.0,5.0,Overspeed Protection Triggered,4.33,2015-04-18 15:50:00,2015-04-18 20:10:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7793,11.0,5.0,Momentary Grid Loss,0.67,2015-04-18 21:30:00,2015-04-18 22:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7794,11.0,5.0,Grid Voltage Fluctuation,1.0,2015-04-18 23:10:00,2015-04-19 00:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7795,11.0,5.0,Grid Frequency Deviation,0.0,2015-04-19 01:40:00,2015-04-19 01:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7796,11.0,5.0,Momentary Grid Loss,0.0,2015-04-19 02:40:00,2015-04-19 02:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7797,11.0,5.0,Grid Voltage Fluctuation,0.17,2015-04-21 08:20:00,2015-04-21 08:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7798,11.0,5.0,Overspeed Protection Triggered,2.83,2015-04-21 14:10:00,2015-04-21 17:00:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7799,11.0,5.0,Momentary Grid Loss,0.33,2015-04-23 23:50:00,2015-04-24 00:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7800,11.0,5.0,Grid Voltage Fluctuation,0.33,2015-04-25 02:00:00,2015-04-25 02:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7801,11.0,5.0,Grid Frequency Deviation,0.33,2015-04-25 09:50:00,2015-04-25 10:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7802,11.0,5.0,Momentary Grid Loss,0.0,2015-04-25 21:20:00,2015-04-25 21:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7803,11.0,5.0,Grid Voltage Fluctuation,1.33,2015-04-25 22:50:00,2015-04-26 00:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7804,11.0,5.0,Grid Frequency Deviation,0.5,2015-04-26 01:10:00,2015-04-26 01:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7805,11.0,5.0,Momentary Grid Loss,0.0,2015-04-26 03:00:00,2015-04-26 03:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7806,11.0,5.0,Grid Voltage Fluctuation,1.0,2015-04-26 04:30:00,2015-04-26 05:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7807,11.0,5.0,Extended Grid Outage,7.5,2015-04-26 06:40:00,2015-04-26 14:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7808,11.0,5.0,Momentary Grid Loss,0.5,2015-04-26 22:20:00,2015-04-26 22:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7809,11.0,5.0,Grid Voltage Fluctuation,0.67,2015-04-27 01:00:00,2015-04-27 01:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7810,11.0,5.0,Grid Frequency Deviation,0.0,2015-04-27 02:50:00,2015-04-27 02:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7811,11.0,5.0,Extended Grid Outage,6.17,2015-04-27 03:50:00,2015-04-27 10:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7812,11.0,5.0,Emergency Brake Activation,4.5,2015-04-27 22:50:00,2015-04-28 03:20:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7813,11.0,5.0,Extended Grid Outage,5.67,2015-04-28 06:10:00,2015-04-28 11:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7814,11.0,5.0,Momentary Grid Loss,0.0,2015-04-28 12:50:00,2015-04-28 12:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7815,11.0,5.0,Extended Grid Outage,8.33,2015-04-28 15:00:00,2015-04-28 23:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7816,11.0,5.0,Grid Frequency Deviation,0.17,2015-04-29 00:20:00,2015-04-29 00:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7817,11.0,5.0,Momentary Grid Loss,1.5,2015-04-30 09:30:00,2015-04-30 11:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7818,11.0,5.0,Grid Voltage Fluctuation,0.33,2015-04-30 12:30:00,2015-04-30 12:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7819,11.0,5.0,Grid Frequency Deviation,0.67,2015-04-30 13:50:00,2015-04-30 14:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7820,11.0,5.0,Safety System Activation,4.17,2015-04-30 19:00:00,2015-04-30 23:10:00,Electrical - Emergency Response,Emergency Response Team,Unknown
7821,11.0,5.0,Grid Voltage Fluctuation,0.83,2015-05-01 00:10:00,2015-05-01 01:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7822,11.0,5.0,Grid Frequency Deviation,0.0,2015-05-01 04:00:00,2015-05-01 04:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7823,11.0,5.0,Momentary Grid Loss,1.5,2015-05-01 06:20:00,2015-05-01 07:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7824,11.0,5.0,Grid Voltage Fluctuation,0.67,2015-05-01 10:10:00,2015-05-01 10:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7825,11.0,5.0,Overspeed Protection Triggered,2.17,2015-05-02 01:10:00,2015-05-02 03:20:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7826,11.0,5.0,Momentary Grid Loss,0.83,2015-05-02 04:40:00,2015-05-02 05:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7827,11.0,5.0,Grid Voltage Fluctuation,1.67,2015-05-02 09:00:00,2015-05-02 10:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7828,11.0,5.0,Grid Frequency Deviation,0.0,2015-05-02 12:10:00,2015-05-02 12:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7829,11.0,5.0,Momentary Grid Loss,0.0,2015-05-02 14:50:00,2015-05-02 14:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7830,11.0,5.0,Grid Voltage Fluctuation,0.67,2015-05-02 16:00:00,2015-05-02 16:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7831,11.0,5.0,Grid Frequency Deviation,1.5,2015-05-02 21:00:00,2015-05-02 22:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7832,11.0,5.0,Momentary Grid Loss,1.0,2015-05-02 23:30:00,2015-05-03 00:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7833,11.0,5.0,Grid Voltage Fluctuation,0.17,2015-05-03 01:40:00,2015-05-03 01:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7834,11.0,5.0,Grid Frequency Deviation,0.0,2015-05-03 15:40:00,2015-05-03 15:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7835,11.0,5.0,Momentary Grid Loss,1.5,2015-05-05 19:00:00,2015-05-05 20:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7836,11.0,5.0,Grid Voltage Fluctuation,0.5,2015-05-05 21:30:00,2015-05-05 22:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7837,11.0,5.0,Grid Frequency Deviation,0.67,2015-05-06 00:50:00,2015-05-06 01:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7838,11.0,5.0,Safety System Activation,3.17,2015-05-06 02:30:00,2015-05-06 05:40:00,Electrical - Emergency Response,Emergency Response Team,Unknown
7839,11.0,5.0,Extended Grid Outage,5.17,2015-05-06 21:30:00,2015-05-07 02:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7840,11.0,5.0,Overspeed Protection Triggered,2.33,2015-05-07 04:50:00,2015-05-07 07:10:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7841,11.0,5.0,Momentary Grid Loss,1.67,2015-05-07 08:10:00,2015-05-07 09:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7842,11.0,5.0,Grid Voltage Fluctuation,1.17,2015-05-07 12:20:00,2015-05-07 13:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7843,11.0,5.0,Grid Frequency Deviation,1.5,2015-05-07 16:20:00,2015-05-07 17:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7844,11.0,5.0,Main Controller Fault,6.5,2015-05-07 22:40:00,2015-05-08 05:10:00,Software & Controls,SCADA & Controls Team,Unknown
7845,11.0,5.0,Grid Voltage Fluctuation,0.33,2015-05-09 21:40:00,2015-05-09 22:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7846,11.0,5.0,Grid Frequency Deviation,0.67,2015-05-10 03:30:00,2015-05-10 04:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7847,11.0,5.0,Safety System Activation,2.33,2015-05-10 05:40:00,2015-05-10 08:00:00,Electrical - Emergency Response,Emergency Response Team,Unknown
7848,11.0,5.0,Grid Voltage Fluctuation,0.17,2015-05-10 13:00:00,2015-05-10 13:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
7849,11.0,5.0,Overspeed Protection Triggered,4.67,2015-05-10 21:20:00,2015-05-11 02:00:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
7850,11.0,5.0,Safety System Activation,4.0,2015-05-11 09:00:00,2015-05-11 13:00:00,Electrical - Emergency Response,Emergency Response Team,Unknown
